"","ay","age","eval_date","D","G","metric","amount"
"ind_itdpaid.255.2019-03-31.2005.ind_itdpaid111111",2005,255,03/31/2026,1991957.8846841,6232322.35920224,"ind_itdpaid",2576998231.36408
"ind_itdpaid.255.2019-03-31.2006.ind_itdpaid1111111",2006,255,03/31/2027,2318917.47540362,7284458.16451203,"ind_itdpaid",2684605344.78885
"ind_itdpaid.255.2019-03-31.2007.ind_itdpaid11111111",2007,255,03/31/2028,2676246.67837295,8282837.32980996,"ind_itdpaid",2852551399.8064
"ind_itdpaid.255.2019-03-31.2008.ind_itdpaid111111111",2008,255,03/31/2029,3497871.70899949,11019795.9241557,"ind_itdpaid",2934442325.97939
"ind_itdpaid.255.2019-03-31.2009.ind_itdpaid1111111111",2009,255,03/31/2030,4247873.66580003,13848476.7478018,"ind_itdpaid",2837145339.71085
"ind_itdpaid.255.2019-03-31.2010.ind_itdpaid11111111111",2010,255,03/31/2031,5647416.61278943,18322558.4705532,"ind_itdpaid",2909176166.6807
"ind_itdpaid.255.2019-03-31.2011.ind_itdpaid111111111111",2011,255,03/31/2032,8042553.66569671,25668064.9275446,"ind_itdpaid",2943715696.49798
"ind_itdpaid.255.2019-03-31.2012.ind_itdpaid1111111111111",2012,255,03/31/2033,10160491.2162317,31319354.4485543,"ind_itdpaid",3068432803.94897
"ind_itdpaid.255.2019-03-31.2013.ind_itdpaid11111111111111",2013,255,03/31/2034,12218964.6208476,36192806.7856568,"ind_itdpaid",3236220289.27454
"ind_itdpaid.255.2019-03-31.2014.ind_itdpaid111111111111111",2014,255,03/31/2035,15722643.1513635,43920253.3674951,"ind_itdpaid",3550208839.75988
"ind_itdpaid.255.2019-03-31.2015.ind_itdpaid1111111111111111",2015,255,03/31/2036,19885353.9967984,53427462.1592683,"ind_itdpaid",3806838624.62055
"ind_itdpaid.255.2019-03-31.2016.ind_itdpaid11111111111111111",2016,255,03/31/2037,24986539.2269061,66202238.4987244,"ind_itdpaid",3943497194.71818
"ind_itdpaid.255.2019-03-31.2017.ind_itdpaid111111111111111111",2017,255,03/31/2038,29916344.3208579,78064117.1889601,"ind_itdpaid",4120994856.13429
"ind_itdpaid.267.2019-03-31.1998.ind_itdpaid",1998,267,03/31/2020,661852.486085652,1683123.45322603,"ind_itdpaid",2766250363.22256
"ind_itdpaid.267.2019-03-31.1999.ind_itdpaid1",1999,267,03/31/2021,1098440.85656301,2694597.9064937,"ind_itdpaid",3050958350.40847
"ind_itdpaid.267.2019-03-31.2000.ind_itdpaid11",2000,267,03/31/2022,1502143.89963911,3510715.71300862,"ind_itdpaid",3430775077.38676
"ind_itdpaid.267.2019-03-31.2001.ind_itdpaid111",2001,267,03/31/2023,2486254.30178829,4942073.12936085,"ind_itdpaid",4861619830.77019
"ind_itdpaid.267.2019-03-31.2002.ind_itdpaid1111",2002,267,03/31/2024,2818192.13973987,5774417.02005087,"ind_itdpaid",4812067567.97162
"ind_itdpaid.267.2019-03-31.2003.ind_itdpaid11111",2003,267,03/31/2025,2940702.0635196,6318411.08621299,"ind_itdpaid",4597304595.91211
"ind_itdpaid.267.2019-03-31.2004.ind_itdpaid111111",2004,267,03/31/2026,2354436.98933186,6256743.06387823,"ind_itdpaid",3258580413.66589
"ind_itdpaid.267.2019-03-31.2005.ind_itdpaid1111111",2005,267,03/31/2027,2089356.30169415,6452999.684789,"ind_itdpaid",2582135247.67271
"ind_itdpaid.267.2019-03-31.2006.ind_itdpaid11111111",2006,267,03/31/2028,2411028.33625981,7485310.17264979,"ind_itdpaid",2689956866.28799
"ind_itdpaid.267.2019-03-31.2007.ind_itdpaid111111111",2007,267,03/31/2029,2767407.86884253,8473859.37519534,"ind_itdpaid",2858237706.79864
"ind_itdpaid.267.2019-03-31.2008.ind_itdpaid1111111111",2008,267,03/31/2030,3574750.10025746,11177283.558362,"ind_itdpaid",2940291875.23472
"ind_itdpaid.267.2019-03-31.2009.ind_itdpaid11111111111",2009,267,03/31/2031,4310344.74300328,13980592.400577,"ind_itdpaid",2842800936.0953
"ind_itdpaid.267.2019-03-31.2010.ind_itdpaid111111111111",2010,267,03/31/2032,5701492.21265704,18440204.3517303,"ind_itdpaid",2914975350.09922
"ind_itdpaid.267.2019-03-31.2011.ind_itdpaid1111111111111",2011,267,03/31/2033,8089427.95708677,25777888.7105292,"ind_itdpaid",2949583731.39099
"ind_itdpaid.267.2019-03-31.2012.ind_itdpaid11111111111111",2012,267,03/31/2034,10207287.1404727,31431913.3116052,"ind_itdpaid",3074549451.28072
"ind_itdpaid.267.2019-03-31.2013.ind_itdpaid111111111111111",2013,267,03/31/2035,12267879.6938694,36310710.3766583,"ind_itdpaid",3242671406.00484
"ind_itdpaid.267.2019-03-31.2014.ind_itdpaid1111111111111111",2014,267,03/31/2036,15776959.4686661,44049175.4231987,"ind_itdpaid",3557285864.68249
"ind_itdpaid.267.2019-03-31.2015.ind_itdpaid11111111111111111",2015,267,03/31/2037,19945884.4337411,53570437.2863188,"ind_itdpaid",3814427218.14808
"ind_itdpaid.267.2019-03-31.2016.ind_itdpaid111111111111111111",2016,267,03/31/2038,25054191.7382058,66364701.1204008,"ind_itdpaid",3951358204.926
"ind_itdpaid.267.2019-03-31.2017.ind_itdpaid1111111111111111111",2017,267,03/31/2039,29992256.9080945,78246757.3163187,"ind_itdpaid",4129209692.1113
"ind_itdpaid.279.2019-03-31.1997.ind_itdpaid",1997,279,03/31/2020,551859.316524674,1510232.64505348,"ind_itdpaid",2309714990.72845
"ind_itdpaid.279.2019-03-31.1998.ind_itdpaid1",1998,279,03/31/2021,936878.595747524,2361823.95169384,"ind_itdpaid",2770755811.49137
"ind_itdpaid.279.2019-03-31.1999.ind_itdpaid11",1999,279,03/31/2022,1320464.79053104,3209704.54072508,"ind_itdpaid",3055927508.37074
"ind_itdpaid.279.2019-03-31.2000.ind_itdpaid111",2000,279,03/31/2023,1714034.37650709,3969717.03323634,"ind_itdpaid",3436362850.58277
"ind_itdpaid.279.2019-03-31.2001.ind_itdpaid1111",2001,279,03/31/2024,2748689.02291388,5414082.95032438,"ind_itdpaid",4869538049.93841
"ind_itdpaid.279.2019-03-31.2002.ind_itdpaid11111",2002,279,03/31/2025,3048659.36285185,6181599.06644296,"ind_itdpaid",4819905080.36086
"ind_itdpaid.279.2019-03-31.2003.ind_itdpaid111111",2003,279,03/31/2026,3144265.94781074,6678294.69219745,"ind_itdpaid",4604792319.47764
"ind_itdpaid.279.2019-03-31.2004.ind_itdpaid1111111",2004,279,03/31/2027,2483867.01068155,6519009.69660404,"ind_itdpaid",3263887729.90838
"ind_itdpaid.279.2019-03-31.2005.ind_itdpaid11111111",2005,279,03/31/2028,2182088.00906538,6658147.25756699,"ind_itdpaid",2586340823.90548
"ind_itdpaid.279.2019-03-31.2006.ind_itdpaid111111111",2006,279,03/31/2029,2499286.37013554,7672883.55777634,"ind_itdpaid",2694338053.78553
"ind_itdpaid.279.2019-03-31.2007.ind_itdpaid1111111111",2007,279,03/31/2030,2855067.6454035,8652597.53133508,"ind_itdpaid",2862892976.72618
"ind_itdpaid.279.2019-03-31.2008.ind_itdpaid11111111111",2008,279,03/31/2031,3649061.04319276,11324626.7827019,"ind_itdpaid",2945080788.45646
"ind_itdpaid.279.2019-03-31.2009.ind_itdpaid111111111111",2009,279,03/31/2032,4370640.5619796,14103402.4113375,"ind_itdpaid",2847431063.8402
"ind_itdpaid.279.2019-03-31.2010.ind_itdpaid1111111111111",2010,279,03/31/2033,5753229.40258114,18548123.2793733,"ind_itdpaid",2919723029.7812
"ind_itdpaid.279.2019-03-31.2011.ind_itdpaid11111111111111",2011,279,03/31/2034,8133293.73029736,25876307.3598867,"ind_itdpaid",2954387778.44797
"ind_itdpaid.279.2019-03-31.2012.ind_itdpaid111111111111111",2012,279,03/31/2035,10250355.0890761,31531365.9905732,"ind_itdpaid",3079557032.54915
"ind_itdpaid.279.2019-03-31.2013.ind_itdpaid1111111111111111",2013,279,03/31/2036,12312341.5140313,36413916.4576487,"ind_itdpaid",3247952810.92275
"ind_itdpaid.279.2019-03-31.2014.ind_itdpaid11111111111111111",2014,279,03/31/2037,15825570.9811682,44160774.3384457,"ind_itdpaid",3563079688.57268
"ind_itdpaid.279.2019-03-31.2015.ind_itdpaid111111111111111111",2015,279,03/31/2038,19999215.9693301,53692833.3623844,"ind_itdpaid",3820639853.39433
"ind_itdpaid.279.2019-03-31.2016.ind_itdpaid1111111111111111111",2016,279,03/31/2039,25112809.1830847,66502181.5389914,"ind_itdpaid",3957793862.4574
"ind_itdpaid.279.2019-03-31.2017.ind_itdpaid11111111111111111111",2017,279,03/31/2040,30057355.6670206,78400250.6026766,"ind_itdpaid",4135935019.97975
"ind_itdpaid.291.2019-03-31.1996.ind_itdpaid",1996,291,03/31/2020,315578.27661246,928305.856558879,"ind_itdpaid",1949084511.7485
"ind_itdpaid.291.2019-03-31.1997.ind_itdpaid1",1997,291,03/31/2021,667501.170938279,1819138.74124141,"ind_itdpaid",2312719166.61148
"ind_itdpaid.291.2019-03-31.1998.ind_itdpaid11",1998,291,03/31/2022,1040099.24306197,2611391.31101937,"ind_itdpaid",2774359649.11639
"ind_itdpaid.291.2019-03-31.1999.ind_itdpaid111",1999,291,03/31/2023,1411955.66914191,3417879.390946,"ind_itdpaid",3059902260.12921
"ind_itdpaid.291.2019-03-31.2000.ind_itdpaid1111",2000,291,03/31/2024,1804419.99563073,4161847.44656759,"ind_itdpaid",3440832422.99431
"ind_itdpaid.291.2019-03-31.2001.ind_itdpaid11111",2001,291,03/31/2025,2863250.10881843,5616437.63707579,"ind_itdpaid",4875871709.64529
"ind_itdpaid.291.2019-03-31.2002.ind_itdpaid111111",2002,291,03/31/2026,3151050.68823553,6359672.81823948,"ind_itdpaid",4826174183.97714
"ind_itdpaid.291.2019-03-31.2003.ind_itdpaid1111111",2003,291,03/31/2027,3235654.46578719,6837710.5982845,"ind_itdpaid",4610781632.48296
"ind_itdpaid.291.2019-03-31.2004.ind_itdpaid11111111",2004,291,03/31/2028,2542764.52657765,6637247.50173028,"ind_itdpaid",3268132969.1879
"ind_itdpaid.291.2019-03-31.2005.ind_itdpaid111111111",2005,291,03/31/2029,2224795.83945276,6752133.72730027,"ind_itdpaid",2589704798.57754
"ind_itdpaid.291.2019-03-31.2006.ind_itdpaid1111111111",2006,291,03/31/2030,2540373.11244748,7760102.57578299,"ind_itdpaid",2697842497.16249
"ind_itdpaid.291.2019-03-31.2007.ind_itdpaid11111111111",2007,291,03/31/2031,2896213.5389073,8736689.760733,"ind_itdpaid",2866616654.35347
"ind_itdpaid.291.2019-03-31.2008.ind_itdpaid111111111111",2008,291,03/31/2032,3684871.38839687,11396701.7099701,"ind_itdpaid",2948911365.26519
"ind_itdpaid.291.2019-03-31.2009.ind_itdpaid1111111111111",2009,291,03/31/2033,4400605.20854624,14166308.4286054,"ind_itdpaid",2851134630.62872
"ind_itdpaid.291.2019-03-31.2010.ind_itdpaid11111111111111",2010,291,03/31/2034,5780127.09826133,18607014.4319308,"ind_itdpaid",2923520624.52619
"ind_itdpaid.291.2019-03-31.2011.ind_itdpaid111111111111111",2011,291,03/31/2035,8157945.37447078,25935191.4491663,"ind_itdpaid",2958230460.57489
"ind_itdpaid.291.2019-03-31.2012.ind_itdpaid1111111111111111",2012,291,03/31/2036,10275823.3443154,31593961.2126391,"ind_itdpaid",3083562518.50943
"ind_itdpaid.291.2019-03-31.2013.ind_itdpaid11111111111111111",2013,291,03/31/2037,12339596.0118072,36480991.6441034,"ind_itdpaid",3252177324.13887
"ind_itdpaid.291.2019-03-31.2014.ind_itdpaid111111111111111111",2014,291,03/31/2038,15856680.3352508,44236045.845615,"ind_itdpaid",3567714077.71277
"ind_itdpaid.291.2019-03-31.2015.ind_itdpaid1111111111111111111",2015,291,03/31/2039,20034805.8950183,53778398.1487759,"ind_itdpaid",3825609243.18978
"ind_itdpaid.291.2019-03-31.2016.ind_itdpaid11111111111111111111",2016,291,03/31/2040,25153658.1485996,66601834.0521556,"ind_itdpaid",3962941644.29168
"ind_itdpaid.291.2019-03-31.2017.ind_itdpaid111111111111111111111",2017,291,03/31/2041,30103919.1917668,78513884.6798049,"ind_itdpaid",4141314504.58746
"ind_itdpaid.303.2019-03-31.1995.ind_itdpaid",1995,303,03/31/2020,6.10649804026266e-08,1.86886063948499e-07,"ind_itdpaid",1761068802.493
"ind_itdpaid.303.2019-03-31.1996.ind_itdpaid1",1996,303,03/31/2021,315893.854889072,929234.162415438,"ind_itdpaid",1951033596.26025
"ind_itdpaid.303.2019-03-31.1997.ind_itdpaid11",1997,303,03/31/2022,668168.672109218,1820957.87998265,"ind_itdpaid",2315031885.77809
"ind_itdpaid.303.2019-03-31.1998.ind_itdpaid111",1998,303,03/31/2023,1041139.34230504,2614002.70233039,"ind_itdpaid",2777134008.76551
"ind_itdpaid.303.2019-03-31.1999.ind_itdpaid1111",1999,303,03/31/2024,1413367.62481105,3421297.27033695,"ind_itdpaid",3062962162.38934
"ind_itdpaid.303.2019-03-31.2000.ind_itdpaid11111",2000,303,03/31/2025,1806224.41562636,4166009.29401416,"ind_itdpaid",3444273255.41731
"ind_itdpaid.303.2019-03-31.2001.ind_itdpaid111111",2001,303,03/31/2026,2866113.35892725,5622054.07471287,"ind_itdpaid",4880747581.35493
"ind_itdpaid.303.2019-03-31.2002.ind_itdpaid1111111",2002,303,03/31/2027,3154201.73892376,6366032.49105772,"ind_itdpaid",4831000358.16111
"ind_itdpaid.303.2019-03-31.2003.ind_itdpaid11111111",2003,303,03/31/2028,3238890.12025298,6844548.30888279,"ind_itdpaid",4615392414.11545
"ind_itdpaid.303.2019-03-31.2004.ind_itdpaid111111111",2004,303,03/31/2029,2545307.29110423,6643884.74923201,"ind_itdpaid",3271401102.15709
"ind_itdpaid.303.2019-03-31.2005.ind_itdpaid1111111111",2005,303,03/31/2030,2227020.63529221,6758885.86102756,"ind_itdpaid",2592294503.37612
"ind_itdpaid.303.2019-03-31.2006.ind_itdpaid11111111111",2006,303,03/31/2031,2542913.48555993,7767862.67835877,"ind_itdpaid",2700540339.65965
"ind_itdpaid.303.2019-03-31.2007.ind_itdpaid111111111111",2007,303,03/31/2032,2899109.75244621,8745426.45049373,"ind_itdpaid",2869483271.00782
"ind_itdpaid.303.2019-03-31.2008.ind_itdpaid1111111111111",2008,303,03/31/2033,3688556.25978526,11408098.41168,"ind_itdpaid",2951860276.63046
"ind_itdpaid.303.2019-03-31.2009.ind_itdpaid11111111111111",2009,303,03/31/2034,4405005.81375478,14180474.737034,"ind_itdpaid",2853985765.25934
"ind_itdpaid.303.2019-03-31.2010.ind_itdpaid111111111111111",2010,303,03/31/2035,5785907.2253596,18625621.4463628,"ind_itdpaid",2926444145.15071
"ind_itdpaid.303.2019-03-31.2011.ind_itdpaid1111111111111111",2011,303,03/31/2036,8166103.31984525,25961126.6406154,"ind_itdpaid",2961188691.03546
"ind_itdpaid.303.2019-03-31.2012.ind_itdpaid11111111111111111",2012,303,03/31/2037,10286099.1676597,31625555.1738517,"ind_itdpaid",3086646081.02794
"ind_itdpaid.303.2019-03-31.2013.ind_itdpaid111111111111111111",2013,303,03/31/2038,12351935.607819,36517472.6357475,"ind_itdpaid",3255429501.46301
"ind_itdpaid.303.2019-03-31.2014.ind_itdpaid1111111111111111111",2014,303,03/31/2039,15872537.015586,44280281.8914606,"ind_itdpaid",3571281791.79049
"ind_itdpaid.303.2019-03-31.2015.ind_itdpaid11111111111111111111",2015,303,03/31/2040,20054840.7009133,53832176.5469246,"ind_itdpaid",3829434852.43297
"ind_itdpaid.303.2019-03-31.2016.ind_itdpaid111111111111111111111",2016,303,03/31/2041,25178811.8067482,66668435.8862078,"ind_itdpaid",3966904585.93597
"ind_itdpaid.303.2019-03-31.2017.ind_itdpaid1111111111111111111111",2017,303,03/31/2042,30134023.1109585,78592398.5644847,"ind_itdpaid",4145455819.09205
"ind_itdpaid.315.2019-03-31.1994.ind_itdpaid",1994,315,03/31/2020,184609.950778629,558619.428610198,"ind_itdpaid",1625871554.4039
"ind_itdpaid.315.2019-03-31.1995.ind_itdpaid1",1995,315,03/31/2021,200181.021374481,581701.164761297,"ind_itdpaid",1763006961.49671
"ind_itdpaid.315.2019-03-31.1996.ind_itdpaid11",1996,315,03/31/2022,386254.52928148,1113667.07350689,"ind_itdpaid",1953180822.60699
"ind_itdpaid.315.2019-03-31.1997.ind_itdpaid111",1997,315,03/31/2023,718804.972149422,1941135.33672385,"ind_itdpaid",2317579713.48758
"ind_itdpaid.315.2019-03-31.1998.ind_itdpaid1111",1998,315,03/31/2024,1089041.13311434,2716921.83522961,"ind_itdpaid",2780190406.83241
"ind_itdpaid.315.2019-03-31.1999.ind_itdpaid11111",1999,315,03/31/2025,1457130.07436906,3509925.81368739,"ind_itdpaid",3066333131.02195
"ind_itdpaid.315.2019-03-31.2000.ind_itdpaid111111",2000,315,03/31/2026,1850111.52884468,4249193.76709685,"ind_itdpaid",3448063879.16341
"ind_itdpaid.315.2019-03-31.2001.ind_itdpaid1111111",2001,315,03/31/2027,2922412.56298955,5710945.74950539,"ind_itdpaid",4886119128.93801
"ind_itdpaid.315.2019-03-31.2002.ind_itdpaid11111111",2002,315,03/31/2028,3205067.11347996,6445452.87373023,"ind_itdpaid",4836317156.02152
"ind_itdpaid.315.2019-03-31.2003.ind_itdpaid111111111",2003,315,03/31/2029,3284623.56312301,6916489.65282644,"ind_itdpaid",4620471922.84925
"ind_itdpaid.315.2019-03-31.2004.ind_itdpaid1111111111",2004,315,03/31/2030,2575099.55259664,6698282.86279427,"ind_itdpaid",3275001470.00866
"ind_itdpaid.315.2019-03-31.2005.ind_itdpaid11111111111",2005,315,03/31/2031,2248860.17634074,6803031.38914463,"ind_itdpaid",2595147474.77899
"ind_itdpaid.315.2019-03-31.2006.ind_itdpaid111111111111",2006,315,03/31/2032,2564153.15107691,7809703.39235758,"ind_itdpaid",2703512441.92323
"ind_itdpaid.315.2019-03-31.2007.ind_itdpaid1111111111111",2007,315,03/31/2033,2920571.45263123,8786482.40980038,"ind_itdpaid",2872641304.82787
"ind_itdpaid.315.2019-03-31.2008.ind_itdpaid11111111111111",2008,315,03/31/2034,3707829.17719387,11445457.9923563,"ind_itdpaid",2955108971.15321
"ind_itdpaid.315.2019-03-31.2009.ind_itdpaid111111111111111",2009,315,03/31/2035,4421770.5127585,14215382.2629528,"ind_itdpaid",2857126743.16979
"ind_itdpaid.315.2019-03-31.2010.ind_itdpaid1111111111111111",2010,315,03/31/2036,5801819.13152929,18661191.9930059,"ind_itdpaid",2929664867.73734
"ind_itdpaid.315.2019-03-31.2011.ind_itdpaid11111111111111111",2011,315,03/31/2037,8182017.22501505,26000642.1458894,"ind_itdpaid",2964447652.02273
"ind_itdpaid.315.2019-03-31.2012.ind_itdpaid111111111111111111",2012,315,03/31/2038,10303395.298987,31669725.7817604,"ind_itdpaid",3090043115.19535
"ind_itdpaid.315.2019-03-31.2013.ind_itdpaid1111111111111111111",2013,315,03/31/2039,12371065.378902,36566216.312207,"ind_itdpaid",3259012291.63582
"ind_itdpaid.315.2019-03-31.2014.ind_itdpaid11111111111111111111",2014,315,03/31/2040,15895190.3862468,44336754.047876,"ind_itdpaid",3575212195.84384
"ind_itdpaid.315.2019-03-31.2015.ind_itdpaid111111111111111111111",2015,315,03/31/2041,20081630.6424769,53898248.2318315,"ind_itdpaid",3833649368.99693
"ind_itdpaid.315.2019-03-31.2016.ind_itdpaid1111111111111111111111",2016,315,03/31/2042,25210555.6354761,66747518.2943996,"ind_itdpaid",3971270395.96521
"ind_itdpaid.315.2019-03-31.2017.ind_itdpaid11111111111111111111111",2017,315,03/31/2043,30170867.5448854,78683955.7538359,"ind_itdpaid",4150018135.1747
"ind_itdpaid.327.2019-03-31.1993.ind_itdpaid",1993,327,03/31/2020,259827.534990937,725858.262319379,"ind_itdpaid",1692286050.14236
"ind_itdpaid.327.2019-03-31.1994.ind_itdpaid1",1994,327,03/31/2021,310734.826941812,905088.954088686,"ind_itdpaid",1627219608.87725
"ind_itdpaid.327.2019-03-31.1995.ind_itdpaid11",1995,327,03/31/2022,336943.998801149,942486.551382295,"ind_itdpaid",1764468718.6783
"ind_itdpaid.327.2019-03-31.1996.ind_itdpaid111",1996,327,03/31/2023,489407.703045657,1360482.37824814,"ind_itdpaid",1954800258.12638
"ind_itdpaid.327.2019-03-31.1997.ind_itdpaid1111",1997,327,03/31/2024,802723.385913035,2120472.22051536,"ind_itdpaid",2319501282.0713
"ind_itdpaid.327.2019-03-31.1998.ind_itdpaid11111",1998,327,03/31/2025,1170679.40855884,2874056.73344875,"ind_itdpaid",2782495538.56592
"ind_itdpaid.327.2019-03-31.1999.ind_itdpaid111111",1999,327,03/31/2026,1532568.07894097,3646295.28225191,"ind_itdpaid",3068875511.4965
"ind_itdpaid.327.2019-03-31.2000.ind_itdpaid1111111",2000,327,03/31/2027,1925960.55002566,4377213.58313507,"ind_itdpaid",3450922763.0181
"ind_itdpaid.327.2019-03-31.2001.ind_itdpaid11111111",2001,327,03/31/2028,3019667.7118261,5847349.44474306,"ind_itdpaid",4890170343.64265
"ind_itdpaid.327.2019-03-31.2002.ind_itdpaid111111111",2002,327,03/31/2029,3292687.84690212,6566563.14445445,"ind_itdpaid",4840327078.5514
"ind_itdpaid.327.2019-03-31.2003.ind_itdpaid1111111111",2003,327,03/31/2030,3363145.63251633,7025446.82093657,"ind_itdpaid",4624302882.20621
"ind_itdpaid.327.2019-03-31.2004.ind_itdpaid11111111111",2004,327,03/31/2031,2625908.98368261,6779520.45220618,"ind_itdpaid",3277716863.09731
"ind_itdpaid.327.2019-03-31.2005.ind_itdpaid111111111111",2005,327,03/31/2032,2285779.42808353,6867797.87858111,"ind_itdpaid",2597299182.36799
"ind_itdpaid.327.2019-03-31.2006.ind_itdpaid1111111111111",2006,327,03/31/2033,2599686.98907999,7869882.34005639,"ind_itdpaid",2705753997.86361
"ind_itdpaid.327.2019-03-31.2007.ind_itdpaid11111111111111",2007,327,03/31/2034,2956136.06288655,8844515.0529473,"ind_itdpaid",2875023090.12376
"ind_itdpaid.327.2019-03-31.2008.ind_itdpaid111111111111111",2008,327,03/31/2035,3738583.30675614,11495069.5234034,"ind_itdpaid",2957559132.64168
"ind_itdpaid.327.2019-03-31.2009.ind_itdpaid1111111111111111",2009,327,03/31/2036,4447161.32966331,14258421.7955707,"ind_itdpaid",2859495664.91925
"ind_itdpaid.327.2019-03-31.2010.ind_itdpaid11111111111111111",2010,327,03/31/2037,5824054.66664158,18701087.2473724,"ind_itdpaid",2932093932.82533
"ind_itdpaid.327.2019-03-31.2011.ind_itdpaid111111111111111111",2011,327,03/31/2038,8201461.56481379,26039942.3549429,"ind_itdpaid",2966905556.46634
"ind_itdpaid.327.2019-03-31.2012.ind_itdpaid1111111111111111111",2012,327,03/31/2039,10322864.5041094,31711169.0610729,"ind_itdpaid",3092605154.26478
"ind_itdpaid.327.2019-03-31.2013.ind_itdpaid11111111111111111111",2013,327,03/31/2040,12391446.4324065,36610405.8640767,"ind_itdpaid",3261714427.66036
"ind_itdpaid.327.2019-03-31.2014.ind_itdpaid111111111111111111111",2014,327,03/31/2041,15917853.0476,44386065.8045582,"ind_itdpaid",3578176501.83758
"ind_itdpaid.327.2019-03-31.2015.ind_itdpaid1111111111111111111111",2015,327,03/31/2042,20106912.5877458,53954007.8983637,"ind_itdpaid",3836827952.30329
"ind_itdpaid.327.2019-03-31.2016.ind_itdpaid11111111111111111111111",2016,327,03/31/2043,25238837.1526553,66812121.6160525,"ind_itdpaid",3974563084.6205
"ind_itdpaid.327.2019-03-31.2017.ind_itdpaid111111111111111111111111",2017,327,03/31/2044,30202616.5127484,78757404.7288903,"ind_itdpaid",4153459028.45832
