"","ay","age","eval_date","D","G","metric","amount"
"loss_itdpaid.303.2802111111111111111111",2013,303,03/31/2038,31333092.5508747,92116381.1534297,"loss_itdpaid",7665412361.16245
"loss_itdpaid.303.28121111111111111111111",2014,303,03/31/2039,39210756.9583959,111796772.16348,"loss_itdpaid",8119840018.70233
"loss_itdpaid.303.282211111111111111111111",2015,303,03/31/2040,50603616.2000849,140760922.087305,"loss_itdpaid",8581104027.81163
"loss_itdpaid.303.2832111111111111111111111",2016,303,03/31/2041,62235654.4608737,171037236.116004,"loss_itdpaid",8894244233.67807
"loss_itdpaid.303.28421111111111111111111111",2017,303,03/31/2042,76059732.2315076,204871202.922833,"loss_itdpaid",9384348389.22675
"loss_itdpaid.315.2613",1994,315,03/31/2020,845766.492620279,2546556.04344233,"loss_itdpaid",3093405100.02387
"loss_itdpaid.315.26221",1995,315,03/31/2021,1030540.1413362,2995785.01025133,"loss_itdpaid",3388740527.54327
"loss_itdpaid.315.263211",1996,315,03/31/2022,1422111.06272159,4053249.08020983,"loss_itdpaid",3684451039.75232
"loss_itdpaid.315.2642111",1997,315,03/31/2023,2310936.48430908,6195572.85038459,"loss_itdpaid",4360198082.44212
"loss_itdpaid.315.26521111",1998,315,03/31/2024,3839851.76246027,9358299.75664151,"loss_itdpaid",5474382647.62369
"loss_itdpaid.315.266211111",1999,315,03/31/2025,5301498.09839448,12362980.4149111,"loss_itdpaid",6182302245.49294
"loss_itdpaid.315.2672111111",2000,315,03/31/2026,7657065.17565849,16989909.2112983,"loss_itdpaid",7130841807.08147
"loss_itdpaid.315.26821111111",2001,315,03/31/2027,12321276.1096743,22830223.8561745,"loss_itdpaid",10472332954.0768
"loss_itdpaid.315.269211111111",2002,315,03/31/2028,13051677.5802349,24352719.9945998,"loss_itdpaid",10600449891.4425
"loss_itdpaid.315.2702111111111",2003,315,03/31/2029,13081346.6738639,25819958.0510611,"loss_itdpaid",9990376015.9084
"loss_itdpaid.315.27131111111111",2004,315,03/31/2030,10528724.6170618,24497984.8334821,"loss_itdpaid",7614445660.76067
"loss_itdpaid.315.272211111111111",2005,315,03/31/2031,9611527.01698424,24951806.9641854,"loss_itdpaid",6535006061.11842
"loss_itdpaid.315.2732111111111111",2006,315,03/31/2032,10277441.8179362,26458470.595116,"loss_itdpaid",6819604142.8534
"loss_itdpaid.315.27421111111111111",2007,315,03/31/2033,11863296.9501984,30437703.9828227,"loss_itdpaid",7357684957.90997
"loss_itdpaid.315.275211111111111111",2008,315,03/31/2034,12644204.9134215,32708153.7976708,"loss_itdpaid",7525452172.98704
"loss_itdpaid.315.2762111111111111111",2009,315,03/31/2035,14432465.1082399,40322687.7706773,"loss_itdpaid",7297747911.99869
"loss_itdpaid.315.27721111111111111111",2010,315,03/31/2036,18102749.2129127,51836025.7939049,"loss_itdpaid",7601185015.3263
"loss_itdpaid.315.278211111111111111111",2011,315,03/31/2037,22819590.001963,68430028.299363,"loss_itdpaid",7345535426.59594
"loss_itdpaid.315.2792111111111111111111",2012,315,03/31/2038,26902905.7051973,80154429.3056776,"loss_itdpaid",7494434413.7463
"loss_itdpaid.315.28021111111111111111111",2013,315,03/31/2039,31490638.8036927,92460326.218677,"loss_itdpaid",7686778643.41632
"loss_itdpaid.315.281211111111111111111111",2014,315,03/31/2040,39383025.1340612,112184494.813275,"loss_itdpaid",8142472955.52578
"loss_itdpaid.315.2822111111111111111111111",2015,315,03/31/2041,50799178.9146712,141217159.316532,"loss_itdpaid",8605022674.59403
"loss_itdpaid.315.28321111111111111111111111",2016,315,03/31/2042,62456753.4042037,171568477.945715,"loss_itdpaid",8919035715.69859
"loss_itdpaid.315.284211111111111111111111111",2017,315,03/31/2043,76315125.7757684,205490261.050298,"loss_itdpaid",9410505969.14623
"loss_itdpaid.327.2602",1993,327,03/31/2020,1139218.70333956,3174003.0819056,"loss_itdpaid",3207509521.14008
"loss_itdpaid.327.26131",1994,327,03/31/2021,1389567.42947577,4031216.62520149,"loss_itdpaid",3100198138.46772
"loss_itdpaid.327.262211",1995,327,03/31/2022,1587977.75176775,4436335.75171879,"loss_itdpaid",3396182115.02874
"loss_itdpaid.327.2632111",1996,327,03/31/2023,1936826.04062619,5300827.30410429,"loss_itdpaid",3692541999.95579
"loss_itdpaid.327.26421111",1997,327,03/31/2024,2787953.14350335,7230399.73764383,"loss_itdpaid",4369772965.85994
"loss_itdpaid.327.265211111",1998,327,03/31/2025,4313514.56142436,10256451.0543503,"loss_itdpaid",5486404251.83626
"loss_itdpaid.327.2662111111",1999,327,03/31/2026,5750836.62619398,13152019.0741461,"loss_itdpaid",6195878423.02779
"loss_itdpaid.327.26721111111",2000,327,03/31/2027,8082765.62342453,17674055.4905027,"loss_itdpaid",7146500953.2218
"loss_itdpaid.327.268211111111",2001,327,03/31/2028,12898710.6757968,23589722.8566211,"loss_itdpaid",10495329929.2719
"loss_itdpaid.327.2692111111111",2002,327,03/31/2029,13613696.5123608,25080470.4772481,"loss_itdpaid",10623728208.1537
"loss_itdpaid.327.27021111111111",2003,327,03/31/2030,13583808.8709071,26477321.9026686,"loss_itdpaid",10012314625.9999
"loss_itdpaid.327.271311111111111",2004,327,03/31/2031,10894384.4614029,25035141.5684233,"loss_itdpaid",7631166788.58894
"loss_itdpaid.327.2722111111111111",2005,327,03/31/2032,9909521.64990225,25414574.4323773,"loss_itdpaid",6549356767.20719
"loss_itdpaid.327.27321111111111111",2006,327,03/31/2033,10582191.0842491,26918302.2492306,"loss_itdpaid",6834579819.04721
"loss_itdpaid.327.274211111111111111",2007,327,03/31/2034,12174387.303892,30881828.5882117,"loss_itdpaid",7373842245.80492
"loss_itdpaid.327.2752111111111111111",2008,327,03/31/2035,12952000.6375202,33139331.4531981,"loss_itdpaid",7541977873.39338
"loss_itdpaid.327.27621111111111111111",2009,327,03/31/2036,14695567.0851454,40694463.8093956,"loss_itdpaid",7313773579.67452
"loss_itdpaid.327.277211111111111111111",2010,327,03/31/2037,18343146.5856237,52179633.5893189,"loss_itdpaid",7617877023.11652
"loss_itdpaid.327.2782111111111111111111",2011,327,03/31/2038,23018682.6052668,68748667.3331092,"loss_itdpaid",7361666034.43102
"loss_itdpaid.327.27921111111111111111111",2012,327,03/31/2039,27093635.38178,80477146.9168748,"loss_itdpaid",7510891999.94705
"loss_itdpaid.327.280211111111111111111111",2013,327,03/31/2040,31678177.8192846,92793833.5450899,"loss_itdpaid",7703658612.62361
"loss_itdpaid.327.2812111111111111111111111",2014,327,03/31/2041,39575784.076421,112544774.411016,"loss_itdpaid",8160353617.7819
"loss_itdpaid.327.28221111111111111111111111",2015,327,03/31/2042,51002792.6097504,141622929.501308,"loss_itdpaid",8623919084.19724
"loss_itdpaid.327.283211111111111111111111111",2016,327,03/31/2043,62674370.4643067,172026857.461097,"loss_itdpaid",8938621689.90492
"loss_itdpaid.327.2842111111111111111111111111",2017,327,03/31/2044,76556034.2478421,206013417.995923,"loss_itdpaid",9431171199.45311
"loss_itdpaid.339.2592",1992,339,03/31/2020,1093351.63740393,2603571.44685603,"loss_itdpaid",3740322377.10814
"loss_itdpaid.339.26021",1993,339,03/31/2021,1478489.54107687,3992617.84249377,"loss_itdpaid",3214142930.14755
"loss_itdpaid.339.261311",1994,339,03/31/2022,1662393.68170729,4684879.90439506,"loss_itdpaid",3106609618.19088
"loss_itdpaid.339.2622111",1995,339,03/31/2023,1876634.29339152,5092169.61236991,"loss_itdpaid",3403205715.39044
"loss_itdpaid.339.26321111",1996,339,03/31/2024,2221873.71247857,5909394.49025459,"loss_itdpaid",3700178498.36725
"loss_itdpaid.339.264211111",1997,339,03/31/2025,3072985.98581244,7773728.37302345,"loss_itdpaid",4378810036.88381
"loss_itdpaid.339.2652111111",1998,339,03/31/2026,4611521.98881043,10751460.9547082,"loss_itdpaid",5497750613.59852
"loss_itdpaid.339.26621111111",1999,339,03/31/2027,6041762.45732951,13599404.8433283,"loss_itdpaid",6208692039.1588
"loss_itdpaid.339.267211111111",2000,339,03/31/2028,8365626.89905268,18073294.7862381,"loss_itdpaid",7161280539.52778
"loss_itdpaid.339.2682111111111",2001,339,03/31/2029,13285964.6045915,24038284.0370882,"loss_itdpaid",10517035185.5246
"loss_itdpaid.339.26921111111111",2002,339,03/31/2030,13992283.7115977,25513284.0311494,"loss_itdpaid",10645699003.2283
"loss_itdpaid.339.270211111111111",2003,339,03/31/2031,13924266.3867121,26872552.3748442,"loss_itdpaid",10033020964.5432
"loss_itdpaid.339.2713111111111111",2004,339,03/31/2032,11143414.3139932,25361623.304749,"loss_itdpaid",7646948706.04835
"loss_itdpaid.339.27221111111111111",2005,339,03/31/2033,10113634.3945737,25699588.6388498,"loss_itdpaid",6562901407.33573
"loss_itdpaid.339.273211111111111111",2006,339,03/31/2034,10791402.2931994,27203070.921094,"loss_itdpaid",6848714325.28487
"loss_itdpaid.339.2742111111111111111",2007,339,03/31/2035,12389299.5830572,31161310.6322535,"loss_itdpaid",7389091993.7014
"loss_itdpaid.339.27521111111111111111",2008,339,03/31/2036,13165463.8864181,33413455.1601532,"loss_itdpaid",7557575340.40937
"loss_itdpaid.339.276211111111111111111",2009,339,03/31/2037,14880978.6790593,40941156.4919286,"loss_itdpaid",7328899100.33852
"loss_itdpaid.339.2772111111111111111111",2010,339,03/31/2038,18516032.2007156,52419670.47561,"loss_itdpaid",7633631456.18362
"loss_itdpaid.339.27821111111111111111111",2011,339,03/31/2039,23166864.3389426,68987808.6148338,"loss_itdpaid",7376890600.86204
"loss_itdpaid.339.279211111111111111111111",2012,339,03/31/2040,27238665.1343509,80728106.8701869,"loss_itdpaid",7526425178.66972
"loss_itdpaid.339.2802111111111111111111111",2013,339,03/31/2041,31823796.5735199,93060936.5844171,"loss_itdpaid",7719590449.48788
"loss_itdpaid.339.28121111111111111111111111",2014,339,03/31/2042,39729603.9081744,112843210.437379,"loss_itdpaid",8177229939.68696
"loss_itdpaid.339.282211111111111111111111111",2015,339,03/31/2043,51170663.6228983,141970985.979153,"loss_itdpaid",8641754099.85525
"loss_itdpaid.339.2832111111111111111111111111",2016,339,03/31/2044,62858543.8084664,172429701.654025,"loss_itdpaid",8957107537.9566
"loss_itdpaid.339.28421111111111111111111111111",2017,339,03/31/2045,76764087.6631165,206480950.511047,"loss_itdpaid",9450675682.78296
"loss_itdpaid.351.2582",1991,351,03/31/2020,1270835.07723817,2392795.26469648,"loss_itdpaid",4675912598.62249
"loss_itdpaid.351.25921",1992,351,03/31/2021,1495963.43163311,3375718.73187066,"loss_itdpaid",3747950322.0694
"loss_itdpaid.351.260211",1993,351,03/31/2022,1720773.81138092,4466508.65508224,"loss_itdpaid",3220697794.38033
"loss_itdpaid.351.2613111",1994,351,03/31/2023,1868323.09018524,5084229.51767162,"loss_itdpaid",3112945180.95646
"loss_itdpaid.351.26221111",1995,351,03/31/2024,2096457.13072857,5496512.60168864,"loss_itdpaid",3410146150.80523
"loss_itdpaid.351.263211111",1996,351,03/31/2025,2443835.94041542,6293129.91755268,"loss_itdpaid",3707724574.63734
"loss_itdpaid.351.2642111111",1997,351,03/31/2026,3302103.97525176,8127127.45749946,"loss_itdpaid",4387740101.88612
"loss_itdpaid.351.26521111111",1998,351,03/31/2027,4857438.08583236,11082029.5739231,"loss_itdpaid",5508962625.52238
"loss_itdpaid.351.266211111111",1999,351,03/31/2028,6285773.0797274,13903838.4634857,"loss_itdpaid",6221353932.00685
"loss_itdpaid.351.2672111111111",2000,351,03/31/2029,8606571.43508178,18351137.0952166,"loss_itdpaid",7175885123.91921
"loss_itdpaid.351.26821111111111",2001,351,03/31/2030,13617676.8806048,24353692.2436379,"loss_itdpaid",10538483434.4888
"loss_itdpaid.351.269211111111111",2002,351,03/31/2031,14317433.0488209,25819511.3908379,"loss_itdpaid",10667409646.8263
"loss_itdpaid.351.2702111111111111",2003,351,03/31/2032,14217688.5006697,27154973.3554503,"loss_itdpaid",10053482123.7687
"loss_itdpaid.351.27131111111111111",2004,351,03/31/2033,11358684.4633529,25597277.2275329,"loss_itdpaid",7662543753.20479
"loss_itdpaid.351.272211111111111111",2005,351,03/31/2034,10290663.8432744,25907873.3171844,"loss_itdpaid",6576285668.28278
"loss_itdpaid.351.2732111111111111111",2006,351,03/31/2035,10973088.7620323,27412251.6363895,"loss_itdpaid",6862681467.86284
"loss_itdpaid.351.27421111111111111111",2007,351,03/31/2036,12576602.2773267,31369698.9235617,"loss_itdpaid",7404161172.60068
"loss_itdpaid.351.275211111111111111111",2008,351,03/31/2037,13351905.447395,33619789.1760227,"loss_itdpaid",7572988121.16058
"loss_itdpaid.351.2762111111111111111111",2009,351,03/31/2038,15044315.7100836,41134100.7915003,"loss_itdpaid",7343845522.95335
"loss_itdpaid.351.27721111111111111111111",2010,351,03/31/2039,18669901.0597176,52615654.8658766,"loss_itdpaid",7649199344.38456
"loss_itdpaid.351.278211111111111111111111",2011,351,03/31/2040,23300881.1417595,69193936.1019993,"loss_itdpaid",7391934896.4642
"loss_itdpaid.351.2792111111111111111111111",2012,351,03/31/2041,27371072.7559277,80949801.4747483,"loss_itdpaid",7541774432.35151
"loss_itdpaid.351.28021111111111111111111111",2013,351,03/31/2042,31957924.0695005,93301495.2440762,"loss_itdpaid",7735333640.88564
"loss_itdpaid.351.281211111111111111111111111",2014,351,03/31/2043,39872867.7218121,113117697.623972,"loss_itdpaid",8193906432.68051
"loss_itdpaid.351.2822111111111111111111111111",2015,351,03/31/2044,51329004.7308702,142297780.490976,"loss_itdpaid",8659377934.91446
"loss_itdpaid.351.28321111111111111111111111111",2016,351,03/31/2045,63033956.8408531,172813151.87367,"loss_itdpaid",8975374499.04257
"loss_itdpaid.351.284211111111111111111111111111",2017,351,03/31/2046,76963689.1381722,206930063.982422,"loss_itdpaid",9469949217.70502
"loss_itdpaid.363.2572",1990,363,03/31/2020,779432.036359512,1317756.97572397,"loss_itdpaid",4304532021.04183
"loss_itdpaid.363.25821",1991,363,03/31/2021,1529964.26582295,2763553.83434786,"loss_itdpaid",4684831057.561
"loss_itdpaid.363.259211",1992,363,03/31/2022,1645836.13988108,3599142.34984726,"loss_itdpaid",3755098860.53028
"loss_itdpaid.363.2602111",1993,363,03/31/2023,1820375.16433745,4618182.2165068,"loss_itdpaid",3226840693.85219
"loss_itdpaid.363.26131111",1994,363,03/31/2024,1955222.45121436,5215963.2536179,"loss_itdpaid",3118882561.77543
"loss_itdpaid.363.262211111",1995,363,03/31/2025,2189670.31940707,5630747.01556642,"loss_itdpaid",3416650388.80773
"loss_itdpaid.363.2632111111",1996,363,03/31/2026,2539211.00935051,6422871.66987294,"loss_itdpaid",3714796389.74868
"loss_itdpaid.363.26421111111",1997,363,03/31/2027,3402816.99805781,8250807.53462425,"loss_itdpaid",4396108923.82327
"loss_itdpaid.363.265211111111",1998,363,03/31/2028,4968263.73757963,11202986.5067605,"loss_itdpaid",5519469976.96091
"loss_itdpaid.363.2662111111111",1999,363,03/31/2029,6398100.59362318,14020320.70765,"loss_itdpaid",6233220041.22389
"loss_itdpaid.363.26721111111111",2000,363,03/31/2030,8720703.83746499,18464842.9139136,"loss_itdpaid",7189571829.02231
"loss_itdpaid.363.268211111111111",2001,363,03/31/2031,13776953.0633779,24487269.6268364,"loss_itdpaid",10558583688.675
"loss_itdpaid.363.2692111111111111",2002,363,03/31/2032,14474695.9554086,25951958.3074228,"loss_itdpaid",10687755804.4819
"loss_itdpaid.363.27021111111111111",2003,363,03/31/2033,14361094.99647,27281340.4959027,"loss_itdpaid",10072657325.5329
"loss_itdpaid.363.271311111111111111",2004,363,03/31/2034,11464937.3448254,25706408.610965,"loss_itdpaid",7677158671.76586
"loss_itdpaid.363.2722111111111111111",2005,363,03/31/2035,10379089.2391177,26008436.7646822,"loss_itdpaid",6588828745.6957
"loss_itdpaid.363.27321111111111111111",2006,363,03/31/2036,11064288.9800451,27514986.0175263,"loss_itdpaid",6875770793.54812
"loss_itdpaid.363.274211111111111111111",2007,363,03/31/2037,12671984.1228352,31477102.988289,"loss_itdpaid",7418283273.04616
"loss_itdpaid.363.2752111111111111111111",2008,363,03/31/2038,13447736.3820372,33729316.8823668,"loss_itdpaid",7587432228.52485
"loss_itdpaid.363.27621111111111111111111",2009,363,03/31/2039,15131776.9320899,41248552.0290283,"loss_itdpaid",7357852582.1885
"loss_itdpaid.363.277211111111111111111111",2010,363,03/31/2040,18756914.6974109,52745325.0688735,"loss_itdpaid",7663788810.89545
"loss_itdpaid.363.2782111111111111111111111",2011,363,03/31/2041,23383808.4621526,69347455.5856431,"loss_itdpaid",7406033677.49568
"loss_itdpaid.363.27921111111111111111111111",2012,363,03/31/2042,27457389.0312119,81122988.4036334,"loss_itdpaid",7556159005.24073
"loss_itdpaid.363.280211111111111111111111111",2013,363,03/31/2043,32049616.4003469,93496172.1551737,"loss_itdpaid",7750087393.01358
"loss_itdpaid.363.2812111111111111111111111111",2014,363,03/31/2044,39976566.208346,113348059.103421,"loss_itdpaid",8209534829.60295
"loss_itdpaid.363.28221111111111111111111111111",2015,363,03/31/2045,51450895.342436,142581461.768743,"loss_itdpaid",8675894134.67585
"loss_itdpaid.363.283211111111111111111111111111",2016,363,03/31/2046,63175171.2611557,173153237.318148,"loss_itdpaid",8992493405.1896
"loss_itdpaid.363.2842111111111111111111111111111",2017,363,03/31/2047,77129621.0299803,207333976.295811,"loss_itdpaid",9488011435.82108
"loss_itdpaid.375.2562",1989,375,03/31/2020,1854861.1955623,2810075.20577122,"loss_itdpaid",3742676899.27965
"loss_itdpaid.375.25721",1990,375,03/31/2021,2276578.13271047,3293620.87770991,"loss_itdpaid",4314641952.61332
"loss_itdpaid.375.258211",1991,375,03/31/2022,2787088.4642605,4192934.21072387,"loss_itdpaid",4695834186.63157
"loss_itdpaid.375.2592111",1992,375,03/31/2023,2490218.90021224,4577781.64851731,"loss_itdpaid",3763918354.1102
"loss_itdpaid.375.26021111",1993,375,03/31/2024,2428757.68514852,5315268.44163584,"loss_itdpaid",3234419482.54454
"loss_itdpaid.375.261311111",1994,375,03/31/2025,2498265.56143167,5824953.16306819,"loss_itdpaid",3126207792.28246
"loss_itdpaid.375.2622111111",1995,375,03/31/2026,2774508.64745786,6251399.91025789,"loss_itdpaid",3424674978.11632
"loss_itdpaid.375.26321111111",1996,375,03/31/2027,3143771.33094879,7021637.68214726,"loss_itdpaid",3723521226.0651
"loss_itdpaid.375.264211111111",1997,375,03/31/2028,4050022.27734573,8814359.46607477,"loss_itdpaid",4406433939.4541
"loss_itdpaid.375.2652111111111",1998,375,03/31/2029,5684850.96917472,11737538.3073804,"loss_itdpaid",5532433398.65348
"loss_itdpaid.375.26621111111111",1999,375,03/31/2030,7121520.53050172,14514680.0775602,"loss_itdpaid",6247859827.33275
"loss_itdpaid.375.267211111111111",2000,375,03/31/2031,9442667.9470538,18914504.4753634,"loss_itdpaid",7206457771.29534
"loss_itdpaid.375.2682111111111111",2001,375,03/31/2032,14771870.3540982,24995515.2508801,"loss_itdpaid",10583382333.0021
"loss_itdpaid.375.26921111111111111",2002,375,03/31/2033,15449611.645131,26443792.4799463,"loss_itdpaid",10712857831.6728
"loss_itdpaid.375.270211111111111111",2003,375,03/31/2034,15239688.8661591,27732175.3501547,"loss_itdpaid",10096314688.4718
"loss_itdpaid.375.2713111111111111111",2004,375,03/31/2035,12108155.1543709,26079933.9395031,"loss_itdpaid",7695189795.34808
"loss_itdpaid.375.27221111111111111111",2005,375,03/31/2036,10906198.5008438,26335415.9399502,"loss_itdpaid",6604303739.82505
"loss_itdpaid.375.273211111111111111111",2006,375,03/31/2037,11604339.0095232,27841980.04589,"loss_itdpaid",6891919720.28027
"loss_itdpaid.375.2742111111111111111111",2007,375,03/31/2038,13225524.2513395,31798678.2645226,"loss_itdpaid",7435706383.36379
"loss_itdpaid.375.27521111111111111111111",2008,375,03/31/2039,13996377.2855999,34045016.0699916,"loss_itdpaid",7605252614.16926
"loss_itdpaid.375.276211111111111111111111",2009,375,03/31/2040,15601515.4735637,41533181.7719606,"loss_itdpaid",7375133760.6663
"loss_itdpaid.375.2772111111111111111111111",2010,375,03/31/2041,19182552.5952353,53022264.1156703,"loss_itdpaid",7681788533.06681
"loss_itdpaid.375.27821111111111111111111111",2011,375,03/31/2042,23725712.754592,69622901.1465145,"loss_itdpaid",7423428017.53767
"loss_itdpaid.375.279211111111111111111111111",2012,375,03/31/2043,27776671.8708065,81411721.2456578,"loss_itdpaid",7573905940.35768
"loss_itdpaid.375.2802111111111111111111111111",2013,375,03/31/2044,32354766.4591794,93803168.4585757,"loss_itdpaid",7768289802.2031
"loss_itdpaid.375.28121111111111111111111111111",2014,375,03/31/2045,40277457.1881564,113690656.879157,"loss_itdpaid",8228816329.8811
"loss_itdpaid.375.282211111111111111111111111111",2015,375,03/31/2046,51751516.6381159,142980515.459317,"loss_itdpaid",8696270959.75097
"loss_itdpaid.375.2832111111111111111111111111111",2016,375,03/31/2047,63480926.5788248,173614695.181279,"loss_itdpaid",9013613817.94042
"loss_itdpaid.375.28421111111111111111111111111111",2017,375,03/31/2048,77454322.7331395,207869205.75226,"loss_itdpaid",9510295657.63584
"loss_itdpaid.387.2552",1988,387,03/31/2020,669814.954002473,860196.209698943,"loss_itdpaid",3249363473.6142
"loss_itdpaid.387.25621",1989,387,03/31/2021,2013196.78483026,2963836.7778466,"loss_itdpaid",3750658162.65539
"loss_itdpaid.387.257211",1990,387,03/31/2022,2449359.40307112,3446573.63114638,"loss_itdpaid",4323842932.2123
"loss_itdpaid.387.2582111",1991,387,03/31/2023,2956691.7542952,4327512.42377995,"loss_itdpaid",4705848059.16744
"loss_itdpaid.387.25921111",1992,387,03/31/2024,2613854.01339623,4680223.97230141,"loss_itdpaid",3771944914.91611
"loss_itdpaid.387.260211111",1993,387,03/31/2025,2523981.46146849,5395443.21096491,"loss_itdpaid",3241316886.3153
"loss_itdpaid.387.2613111111",1994,387,03/31/2026,2585544.28783474,5898165.51423491,"loss_itdpaid",3132874434.48241
"loss_itdpaid.387.26221111111",1995,387,03/31/2027,2869017.74990775,6326798.31837967,"loss_itdpaid",3431978101.97986
"loss_itdpaid.387.263211111111",1996,387,03/31/2028,3243016.22951908,7096732.97070294,"loss_itdpaid",3731461639.94269
"loss_itdpaid.387.2642111111111",1997,387,03/31/2029,4159483.12013005,8889893.66621088,"loss_itdpaid",4415830665.5849
"loss_itdpaid.387.26521111111111",1998,387,03/31/2030,5810479.44806786,11816113.5793756,"loss_itdpaid",5544231320.1016
"loss_itdpaid.387.266211111111111",1999,387,03/31/2031,7252475.67332311,14594561.0215638,"loss_itdpaid",6261183396.5744
"loss_itdpaid.387.2672111111111111",2000,387,03/31/2032,9579189.01997055,18998170.5620251,"loss_itdpaid",7221825551.90443
"loss_itdpaid.387.26821111111111111",2001,387,03/31/2033,14963944.7569795,25096981.0312337,"loss_itdpaid",10605951409.6494
"loss_itdpaid.387.269211111111111111",2002,387,03/31/2034,15639920.2999222,26546270.1004389,"loss_itdpaid",10735703014.9901
"loss_itdpaid.387.2702111111111111111",2003,387,03/31/2035,15413945.6493876,27832735.4026479,"loss_itdpaid",10117845092.731
"loss_itdpaid.387.27131111111111111111",2004,387,03/31/2036,12237661.4066817,26169123.2520574,"loss_itdpaid",7711599797.63676
"loss_itdpaid.387.272211111111111111111",2005,387,03/31/2037,11014277.9072926,26420113.942666,"loss_itdpaid",6618387426.17561
"loss_itdpaid.387.2732111111111111111111",2006,387,03/31/2038,11715911.5620439,27929523.1579705,"loss_itdpaid",6906616748.08478
"loss_itdpaid.387.27421111111111111111111",2007,387,03/31/2039,13342441.2860838,31893102.2801435,"loss_itdpaid",7451563036.93753
"loss_itdpaid.387.275211111111111111111111",2008,387,03/31/2040,14113937.8971504,34143042.351557,"loss_itdpaid",7621470825.30163
"loss_itdpaid.387.2762111111111111111111111",2009,387,03/31/2041,15708840.9812037,41641964.5801687,"loss_itdpaid",7390861243.04302
"loss_itdpaid.387.27721111111111111111111111",2010,387,03/31/2042,19288846.3918104,53151827.30678,"loss_itdpaid",7698169957.14618
"loss_itdpaid.387.278211111111111111111111111",2011,387,03/31/2043,23825710.6556636,69783511.0309645,"loss_itdpaid",7439258487.48024
"loss_itdpaid.387.2792111111111111111111111111",2012,387,03/31/2044,27879842.7278505,81595923.690655,"loss_itdpaid",7590057304.6672
"loss_itdpaid.387.28021111111111111111111111111",2013,387,03/31/2045,32463451.3527153,94012632.5611093,"loss_itdpaid",7784855690.35188
"loss_itdpaid.387.281211111111111111111111111111",2014,387,03/31/2046,40399128.799307,113941343.044753,"loss_itdpaid",8246364291.45161
"loss_itdpaid.387.2822111111111111111111111111111",2015,387,03/31/2047,51892982.2618975,143292346.478739,"loss_itdpaid",8714815768.93018
"loss_itdpaid.387.28321111111111111111111111111111",2016,387,03/31/2048,63643545.0273979,173990839.893682,"loss_itdpaid",9032835361.17918
"loss_itdpaid.387.284211111111111111111111111111111",2017,387,03/31/2049,77644354.6787028,208317696.234952,"loss_itdpaid",9530576375.54643
"loss_itdpaid.399.2542",1987,399,03/31/2020,935240.170695511,881401.220523112,"loss_itdpaid",2842024995.35411
"loss_itdpaid.399.25521",1988,399,03/31/2021,1263462.28764788,1277246.78597344,"loss_itdpaid",3253762996.88001
"loss_itdpaid.399.256211",1989,399,03/31/2022,2364623.13652423,3136042.60264445,"loss_itdpaid",3755736421.20748
"loss_itdpaid.399.2572111",1990,399,03/31/2023,2836487.89660793,3618643.71552382,"loss_itdpaid",4329697262.67808
"loss_itdpaid.399.25821111",1991,399,03/31/2024,3342201.19231466,4479530.85457515,"loss_itdpaid",4712219611.06977
"loss_itdpaid.399.259211111",1992,399,03/31/2025,2897521.9242173,4795446.83492458,"loss_itdpaid",3777051994.97819
"loss_itdpaid.399.2602111111",1993,399,03/31/2026,2743819.16115575,5484241.52287652,"loss_itdpaid",3245705514.78639
"loss_itdpaid.399.26131111111",1994,399,03/31/2027,2787273.94059579,5978307.11653913,"loss_itdpaid",3137116235.70757
"loss_itdpaid.399.262211111111",1995,399,03/31/2028,3087478.27191832,6409075.32079818,"loss_itdpaid",3436624878.99635
"loss_itdpaid.399.2632111111111",1996,399,03/31/2029,3472399.26946231,7177845.71732022,"loss_itdpaid",3736513907.08169
"loss_itdpaid.399.26421111111111",1997,399,03/31/2030,4411975.07145433,8969563.25777151,"loss_itdpaid",4421809544.18955
"loss_itdpaid.399.265211111111111",1998,399,03/31/2031,6098431.76636462,11896068.5666907,"loss_itdpaid",5551738013.29918
"loss_itdpaid.399.2662111111111111",1999,399,03/31/2032,7549681.63983289,14672839.097185,"loss_itdpaid",6269660817.53651
"loss_itdpaid.399.26721111111111111",2000,399,03/31/2033,9882949.67854333,19075777.3349245,"loss_itdpaid",7231603648.38248
"loss_itdpaid.399.268211111111111111",2001,399,03/31/2034,15386378.264177,25188653.9542562,"loss_itdpaid",10620311492.897
"loss_itdpaid.399.2692111111111111111",2002,399,03/31/2035,16055679.4363448,26637428.8910093,"loss_itdpaid",10750238777.3241
"loss_itdpaid.399.27021111111111111111",2003,399,03/31/2036,15790800.6727913,27920060.3055057,"loss_itdpaid",10131544297.2819
"loss_itdpaid.399.271311111111111111111",2004,399,03/31/2037,12514932.8380836,26244800.2658751,"loss_itdpaid",7722041031.12813
"loss_itdpaid.399.2722111111111111111111",2005,399,03/31/2038,11242747.6082117,26490101.6002554,"loss_itdpaid",6627348488.76527
"loss_itdpaid.399.27321111111111111111111",2006,399,03/31/2039,11950487.4659709,28001116.3661687,"loss_itdpaid",6915968062.9863
"loss_itdpaid.399.274211111111111111111111",2007,399,03/31/2040,13584269.00001,31968201.4861644,"loss_itdpaid",7461652189.84821
"loss_itdpaid.399.2752111111111111111111111",2008,399,03/31/2041,14354454.221382,34219766.083698,"loss_itdpaid",7631790027.35086
